opinion_id,cluster_id,date_filed,case_name,author,type,citation,page_count,url,download_url,classification,confidence,tags,notes,summary,reasoning,text_length,analyzed_date
11243458,https://www.courtlistener.com/api/rest/v4/clusters/10776871/,2025-02-21,"Wisconsin Bell, Inc. v. United States ex rel. Heath",N/A,010combined,N/A,30,https://www.courtlistener.com/opinion/10776871/wisconsin-bell-inc-v-united-states-ex-rel-heath/,https://www.supremecourt.gov/opinions/24pdf/604us1r10_mlio.pdf,Center,High,[Business/Commerce;Administrative Law;Federal Power],"[Business/Commerce - The case concerns the E-Rate program, which subsidizes telecommunications services for schools and libraries, impacting the business operations of telecommunications carriers;Administrative Law - The case involves the interpretation and application of FCC regulations regarding the ""lowest corresponding price"" rule and E-Rate reimbursement requests;Federal Power - The case touches on the extent of federal authority in regulating telecommunications services and administering the Universal Service Fund.]","The Supreme Court unanimously held that E-Rate reimbursement requests qualify as ""claims"" under the False Claims Act (FCA) because the government ""provided"" a portion of the money applied for by transferring funds from the Treasury into the Universal Service Fund. The central legal question was whether the government's financial contribution to the fund met the FCA's requirement that the government ""provides"" a portion of the money requested. The Court determined that the government's role in collecting, holding, and transferring funds via the Treasury was sufficient to establish a ""claim"" under the FCA, allowing a fraud suit against Wisconsin Bell to proceed.","The decision is center because it involves statutory interpretation and the application of existing law to a specific set of facts without establishing new legal principles or significantly altering the balance of power between the government and private entities, nor does it touch upon any typically polarizing social issues.",15000,2026-01-24
11243457,https://www.courtlistener.com/api/rest/v4/clusters/10776870/,2025-02-25,Glossip v. Oklahoma,N/A,010combined,N/A,81,https://www.courtlistener.com/opinion/10776870/glossip-v-oklahoma/,https://www.supremecourt.gov/opinions/24pdf/604us1r13_c0n2.pdf,Liberal,High,Criminal Justice;Capital Punishment;Fourteenth Amendment,"Criminal Justice - The case deals with prosecutorial misconduct, false testimony, and the integrity of a criminal conviction;Capital Punishment - The case directly involves a death penalty conviction;Fourteenth Amendment - The decision hinges on the Due Process Clause of the Fourteenth Amendment.","Glossip v. Oklahoma concerns Richard Glossip's conviction and death sentence for murder. The Supreme Court addressed whether Oklahoma's Court of Criminal Appeals (OCCA) erred in denying Glossip's petition for post-conviction relief, despite the Attorney General's concession of prosecutorial misconduct – specifically, the knowing use of false testimony from a key witness. The Supreme Court reversed the OCCA's decision, holding that the prosecution violated its constitutional obligation under the Fourteenth Amendment's Due Process Clause to correct false testimony, entitling Glossip to a new trial.","The Court sided with the defendant, emphasizing due process rights and highlighting prosecutorial misconduct. This aligns with a liberal approach to criminal justice, focused on protecting defendants' rights and ensuring fair trials.",15000,2026-01-24
11243456,https://www.courtlistener.com/api/rest/v4/clusters/10776869/,2025-02-25,Lackey v. Stinnie,N/A,010combined,N/A,36,https://www.courtlistener.com/opinion/10776869/lackey-v-stinnie/,https://www.supremecourt.gov/opinions/24pdf/604us1r12_8njq.pdf,Conservative,High,Civil Rights;Federal Power,"Civil Rights - The case concerns attorney's fees under 42 U.S.C. § 1988(b), a statute designed to facilitate the enforcement of civil rights laws. The Court's decision narrows the scope of who qualifies as a ""prevailing party"" eligible for fees.;Federal Power - The case involves the interpretation of a federal statute and its application to a state law, thus implicating the balance of power between the federal government and the states.","The Supreme Court addressed whether drivers whose licenses were suspended under a Virginia statute (later repealed) and who received a preliminary injunction are ""prevailing parties"" eligible for attorney's fees under 42 U.S.C. § 1988(b). The Court held that they are not because the preliminary injunction did not represent a conclusive resolution of the case on the merits, nor did it create an enduring change in the legal relationship between the parties. The Court emphasized the need for judicially sanctioned, lasting relief to qualify for attorney's fees, adhering to a strict interpretation of the ""prevailing party"" standard.","The Court adopts a narrow interpretation of ""prevailing party"" which restricts the availability of attorney's fees, favoring a more limited application of a civil rights statute, and in doing so, limits the power of the federal courts to award fees in cases that become moot.",15000,2026-01-24
11243455,https://www.courtlistener.com/api/rest/v4/clusters/10776868/,2025-02-26,"Dewberry Group, Inc. v. Dewberry Engineers Inc.",N/A,010combined,N/A,15,https://www.courtlistener.com/opinion/10776868/dewberry-group-inc-v-dewberry-engineers-inc/,https://www.supremecourt.gov/opinions/24pdf/604us1r15_dc8f.pdf,Conservative,High,Business/Commerce;Intellectual Property,Business/Commerce - The case concerns the financial relationship between a parent company and its affiliates in the context of trademark infringement.;Intellectual Property - The case revolves around the Lanham Act and the calculation of profits in a trademark infringement case.,"The Supreme Court ruled in Dewberry Group, Inc. v. Dewberry Engineers Inc. that in awarding profits to a prevailing plaintiff in a trademark infringement suit under the Lanham Act, a court can only award profits ascribable to the defendant itself, not its affiliates. The Court emphasized the importance of respecting corporate formalities and noted that the Lanham Act's text refers to the ""defendant's profits,"" not the defendant's plus its affiliates'.","The decision emphasizes a strict interpretation of the Lanham Act and respects corporate separateness, aligning with conservative principles of limited judicial interpretation and deference to established legal structures.",15000,2026-01-24
11243454,https://www.courtlistener.com/api/rest/v4/clusters/10776867/,2025-02-26,"Waetzig v. Halliburton Energy Services, Inc.",N/A,010combined,N/A,18,https://www.courtlistener.com/opinion/10776867/waetzig-v-halliburton-energy-services-inc/,https://www.supremecourt.gov/opinions/24pdf/604us1r14_6kg7.pdf,Center,High,[Administrative Law;Business/Commerce],"[Administrative Law - The case involves interpreting the Federal Rules of Civil Procedure, which are administrative rules governing court processes;Business/Commerce - The case originates from an employment dispute involving a company, Halliburton Energy Services, Inc.]","The Supreme Court addressed whether a voluntary dismissal without prejudice under Federal Rule of Civil Procedure 41(a) qualifies as a ""final judgment, order, or proceeding"" under Rule 60(b), which allows a court to relieve a party from such a final disposition. The Court held unanimously that it does, reasoning that the voluntary dismissal terminates the case, satisfying the ""final"" requirement, and that ""proceeding"" encompasses all steps in an action's progression. This interpretation was also supported by the historical context of Rule 60(b).","This decision is a straightforward interpretation of procedural rules and does not display a clear ideological bent; it focuses on text, context, and history to resolve a question of legal procedure.",15000,2026-01-24
11243453,https://www.courtlistener.com/api/rest/v4/clusters/10776866/,2025-03-04,City and County of San Francisco v. EPA,N/A,010combined,N/A,37,https://www.courtlistener.com/opinion/10776866/city-and-county-of-san-francisco-v-epa/,https://www.supremecourt.gov/opinions/24pdf/604us1r16_o759.pdf,Conservative,High,Administrative Law;Environment;Federal Power;State Rights,"Administrative Law - The court limits the EPA's authority, a key aspect of administrative law;Environment - The case concerns the Clean Water Act and environmental regulation;Federal Power - The decision restricts the EPA's power, limiting federal authority in environmental regulation;State Rights - The decision arguably strengthens the position of states by limiting the scope of federal environmental mandates.","The Supreme Court ruled against the EPA, holding that the Clean Water Act does not authorize the agency to include ""end-result"" provisions in NPDES permits. The court reasoned that the text, structure, and history of the CWA indicate that the EPA should set specific rules for permittees to follow, rather than imposing broad mandates that leave the specifics of compliance up to the permittee. This decision limits the EPA's regulatory power and potentially strengthens the position of states and localities.","The court's decision to limit the EPA's regulatory authority, emphasizing a narrower interpretation of the Clean Water Act and reinforcing the principle that federal agencies should adhere to specific statutory mandates, aligns with a conservative approach.",15000,2026-01-24
11243452,https://www.courtlistener.com/api/rest/v4/clusters/10776865/,2025-03-05,Bufkin v. Collins,N/A,010combined,N/A,41,https://www.courtlistener.com/opinion/10776865/bufkin-v-collins/,https://www.supremecourt.gov/opinions/24pdf/604us1r17_olp1.pdf,Center,High,[Administrative Law],[Administrative Law - The case concerns the standard of review that the U.S. Court of Appeals for Veterans Claims should apply when reviewing decisions made by the Department of Veterans Affairs regarding veterans' benefits.],"The Supreme Court in Bufkin v. Collins addressed the standard of review the Veterans Court must apply when reviewing the VA's application of the ""benefit-of-the-doubt rule"" in veterans' disability claims. The Court held that the Veterans Court must review the VA's determination that evidence is in approximate balance (regarding a service-related disability claim) by reviewing legal issues de novo and factual issues for clear error, classifying the VA's ""approximate balance"" determination as predominantly factual and thus subject to clear-error review. This decision upholds the existing framework of administrative review in the context of veterans' affairs.","The decision focuses on statutory interpretation and the application of established standards of review, without significantly altering existing legal principles or promoting a particular ideological agenda. It leans neither conservative nor liberal.",15000,2026-01-24
11243451,https://www.courtlistener.com/api/rest/v4/clusters/10776864/,2025-03-21,Delligatti v. United States,N/A,010combined,N/A,37,https://www.courtlistener.com/opinion/10776864/delligatti-v-united-states/,https://www.supremecourt.gov/opinions/24pdf/604us2r19_i42j.pdf,Conservative,High,Criminal Justice;Federal Power;Second Amendment,Criminal Justice - Upholds a conviction and interprets a criminal statute broadly in favor of the prosecution;Federal Power - Affirms federal power to define and punish violent crimes;Second Amendment - The case revolves around a firearms statute (18 U.S.C. § 924(c)) and clarifies its application in relation to violent crimes.,"The Supreme Court addressed whether knowingly causing bodily injury or death through inaction constitutes ""use of physical force"" under 18 U.S.C. § 924(c)(3)(A), which defines a ""crime of violence."" The Court held that it does, reasoning that deliberately causing harm, whether by act or omission, necessarily involves using physical force. This affirmed the Second Circuit's decision and upheld the conviction of Delligatti.","The court adopts a broad interpretation of ""use of physical force"" in a criminal statute, favoring a more expansive application of federal law and upholding a conviction, aligning with conservative tendencies on criminal justice and federal power.",15000,2026-01-24
11243450,https://www.courtlistener.com/api/rest/v4/clusters/10776863/,2025-03-21,Thompson v. United States,N/A,010combined,N/A,17,https://www.courtlistener.com/opinion/10776863/thompson-v-united-states/,https://www.supremecourt.gov/opinions/24pdf/604us2r18_9p6b.pdf,Center,High,Criminal Justice;Business/Commerce,"Criminal Justice - The case concerns the interpretation of a federal criminal statute;Business/Commerce - The statute in question relates to false statements made to the FDIC, which is involved in banking and financial regulation.","The Supreme Court unanimously held that 18 U.S.C. § 1014, which prohibits ""knowingly mak[ing] any false statement"" to influence the FDIC, does not criminalize statements that are misleading but not false. The Court reasoned that the statute's plain text only prohibits ""false statements,"" and that false and misleading statements are different things. The case was remanded for the Seventh Circuit to determine whether a reasonable jury could find that Thompson's statements were false.","The Court's decision is based on a strict textualist interpretation of the statute, which is not inherently conservative or liberal. It prioritizes the specific wording of the law and avoids expanding its scope based on implied meaning or policy considerations.",15000,2026-01-24
11243449,https://www.courtlistener.com/api/rest/v4/clusters/10776862/,2025-03-26,Bondi v. Vanderstok,N/A,010combined,N/A,62,https://www.courtlistener.com/opinion/10776862/bondi-v-vanderstok/,https://www.supremecourt.gov/opinions/24pdf/604us2r20_q8l1.pdf,Conservative,High,Second Amendment;Administrative Law;Business/Commerce;Criminal Justice;Federal Power,"Second Amendment - The case concerns the interpretation of the Gun Control Act and its application to weapon parts kits, directly relating to gun ownership;Administrative Law - The case involves a challenge to a rule issued by the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) and whether it exceeded its authority under the Gun Control Act;Business/Commerce - The case concerns the sale and regulation of weapon parts kits, impacting gun manufacturers and businesses;Criminal Justice - The regulation of firearms and their parts has implications for law enforcement and the prevention of gun violence;Federal Power - The case questions the extent of federal regulatory authority over firearms under the Gun Control Act.","The Supreme Court addressed whether the ATF's rule classifying weapon parts kits and partially complete frames or receivers as ""firearms"" under the Gun Control Act of 1968 (GCA) was facially inconsistent with the GCA. The Court held that the ATF's rule was not facially inconsistent, reasoning that weapon parts kits capable of readily being converted to expel a projectile and partially complete frames/receivers can be considered firearms under the GCA's definitions. The Court reversed the Fifth Circuit's decision, finding that the ATF's interpretation was permissible based on the language and structure of the statute.","The Court's decision upholds a federal regulation on firearms, but does so in a way that narrows the scope of the Second Amendment slightly; the ruling favors the ATF's interpretation of the statute, thereby deferring to administrative expertise, while also acknowledging the potential for limits on that power.",15000,2026-01-24
